Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-01395,Workday,Payroll,Retro,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Update Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-01396,Workday,Payroll,Retro,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Approve Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Functional
WD-01397,Workday,Payroll,Retro,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Export Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Security
WD-01398,Workday,Payroll,Retro,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Route Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Mobile
WD-01399,Workday,Payroll,Retro,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Import Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile
WD-01400,Workday,Payroll,Retro,Hospitality,Budget -> Expense -> Journal -> Dashboard,Mobile,Reject Hospitality Workday Retro,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Retro.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01401,Workday,Recruiting,Requisition,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Export Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance
WD-01402,Workday,Recruiting,Requisition,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Update Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Regression
WD-01403,Workday,Recruiting,Requisition,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Create Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Mobile
WD-01404,Workday,Recruiting,Requisition,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Export Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-01405,Workday,Recruiting,Requisition,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Submit Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression
WD-01406,Workday,Recruiting,Requisition,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Close Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-01407,Workday,Recruiting,Requisition,Corporate,Budget -> Expense -> Journal -> Dashboard,Regression,Route Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01408,Workday,Recruiting,Requisition,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Close Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01409,Workday,Recruiting,Requisition,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Data Migration,Route Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Security
WD-01410,Workday,Recruiting,Requisition,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Reject Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Integration
WD-01411,Workday,Recruiting,Requisition,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Import Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Mobile
WD-01412,Workday,Recruiting,Requisition,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Close Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Performance
WD-01413,Workday,Recruiting,Requisition,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Validate Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Security
WD-01414,Workday,Recruiting,Requisition,Retail,Budget -> Expense -> Journal -> Dashboard,Data Migration,Export Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Regression
WD-01415,Workday,Recruiting,Requisition,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Review Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-01416,Workday,Recruiting,Requisition,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Import Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01417,Workday,Recruiting,Requisition,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Validate Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security
WD-01418,Workday,Recruiting,Requisition,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Review Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration
