Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-01049,Financial Services,Household,Compliance,Security,A,Sync Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Sync action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-01050,Financial Services,Household,Compliance,Security,A,Search Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Search action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-01051,Financial Services,Household,Compliance,Compliance,A,Bulk Edit Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Bulk Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-01052,Financial Services,Household,Compliance,Compliance,A,Reject Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Reject action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-01053,Financial Services,Household,Compliance,Compliance,A,Create Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Create action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-01054,Financial Services,Household,Compliance,Performance,A,Reassign Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Reassign action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-01055,Financial Services,Household,Compliance,Performance,A,AML Flag Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform AML Flag action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-01056,Financial Services,Household,Compliance,Performance,A,Close Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Close action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-01057,Financial Services,Household,Compliance,Data Migration,A,KYC Verify Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform KYC Verify action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-01058,Financial Services,Household,Compliance,Data Migration,A,Bulk Edit Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Bulk Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-01059,Financial Services,Household,Compliance,Data Migration,A,Clone Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Clone action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-01060,Financial Services,Household,Compliance,Mobile,A,KYC Verify Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform KYC Verify action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-01061,Financial Services,Household,Compliance,Mobile,A,Onboard Compliance Financial Services Household,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Household in Financial Services Cloud.\n2. Perform Onboard action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Compliance Financial Services Household completes with correct household/rollup data and compliance audit trail,Low,Mobile
